Autor	Tekst	Procesiran tekst
11	ne za te nije čovjek kao ja što ljubav tužnu samo može da ti da, u ovom stanu ne postoji ništa što bi moglo zadržati tebe, ničeg nemam da dam osim sebe - a dao bih sve. ne za te nije čovjek kao ja što život gorak samo može da ti da, ti ne bi mogla da živiš kao nekad, a ja bih htio da budemo sami i da nečujno prolaze dani oko nas. u kući gdje samo vergl još rijetko svira, a buket za te je cvijet od papira, u sobi praznoj, bez svjetla, bez mira. sad mirno idi ostavi me tu da kao nekad opet prepustim se snu. ti u ovom svijetu ne nalaziš ništa, to je život od sanja i pjene, ne razumijem što tražiš od mene kad dao sam ti sve.	['čovek', 'ljubav', 'tužan', 'samo', 'moći', 'ovaj', 'stan', 'postojati', 'ništa', 'moći', 'zadržati', 'ništa', 'nemati', 'dati', 'osim', 'dati', 'čovek', 'život', 'gorak', 'samo', 'moći', 'moći', 'živeti', 'nekad', 'sam', 'nečujno', 'prolaziti', 'dan', 'oko', 'kuća', 'gde', 'samo', 'vergl', 'još', 'retko', 'svirati', 'buket', 'cvet', 'papir', 'soba', 'prazan', 'bez', 'svetlo', 'bez', 'mir', 'sad', 'mirno', 'ići', 'ostaviti', 'nekad', 'opet', 'prepustiti', 'san', 'ovaj', 'svet', 'nalaziti', 'ništa', 'život', 'Sanja', 'pena', 'razumeti', 'tražiti', 'dati']
11	provela je noć na putu kojim kreću od davnina naši snovi prema svijetu s perkovića preko knina. u očima njenim more, svjetluca joj sol u kosi, ona ne da da je slome otima se i prkosi. djevojka iz moga kraja: na usnama njenim kušam okus prvih poljubaca, okus prvih oskoruša... ona pamti davne riječi slatke boje zavičaja ima želju da me liječi djevojka iz moga kraja. provela je noć na putu na kojem se nade gase, ostala je svu noć budna u vagonu druge klase. u očima njenim more...	['provesti', 'noć', 'put', 'koji', 'kretati', 'davnina', 'naš', 'san', 'prema', 'svet', 'Perković', 'preko', 'Knin', 'oko', 'njen', 'more', 'svjetlucati', 'sol', 'kosa', 'slomiti', 'otimati', 'prkositi', 'devojka', 'kraj', 'usna', 'njen', 'kušati', 'okus', 'prvi', 'poljubac', 'okus', 'prvi', 'oskoruša', 'pamtiti', 'davan', 'reč', 'sladak', 'boja', 'zavičaj', 'imati', 'želja', 'lečiti', 'devojka', 'kraj', 'provesti', 'noć', 'put', 'koji', 'nada', 'gasiti', 'ostati', 'noć', 'budan', 'vagon', 'drugi', 'klasa', 'oko', 'njen', 'more']
11	poklanjala si, al si krala, i nevjerna si bila ti, ne, suviše mi nisi dala: o mladosti... o mladosti... o mladosti moja... to škrto sunce što je palo, ta ljubav jadna, kratki sni, za uspomene to je malo: o mladosti, mladosti... daj stani na čas, i daj mi snage da oprostim se bar od nje, i da mi društvo pjesmu svrši i da se čaša ispije. još prepun nade, što da radim, na pola puta tek smo mi, a jutros već su drugi mladi: o mladosti... o mladosti... o mladosti moja... pa zbogom, budi bolja s drugima i daj mu više nježnosti jer to je ništa što ja gubim: o mladosti, mladosti...	['poklanjati', 'krasti', 'neveran', 'suviše', 'dati', 'mladost', 'mladost', 'mladost', 'škrt', 'sunce', 'pasti', 'ljubav', 'jadan', 'kratak', 'san', 'uspomena', 'malo', 'mladost', 'mladost', 'dati', 'stati', 'čas', 'dati', 'snaga', 'oprostiti', 'bar', 'društvo', 'pesma', 'svršiti', 'čaša', 'ispiti', 'još', 'prepun', 'nada', 'raditi', 'pola', 'puta', 'tek', 'jutros', 'već', 'drugi', 'mlad', 'mladost', 'mladost', 'mladost', 'zbogom', 'buditi', 'dobar', 'drugi', 'dati', 'mnogo', 'nežnost', 'jer', 'ništa', 'gubiti', 'mladost', 'mladost']
11	"rijeka donosi jesen, dugo umire grad i u nama toliko ljeta: mi smo siročad svijeta. reci da li ćeš noćas moći ostavit sve, svoju kuću, navike, ljude, i poći a ne znati gdje? neka svi mržnjom isprate nas ali draga život čeka, sad je čas, čitav svijet biće tvoj novi dom, neka kažu: ""avantura je to"". nikad žaliti nećeš svoje stvari, ime i grad, i u hladnoj sobi hotela bićes slobodna sad. duga očajna kiša, magla zastire grad, nekim putem tijesno kroz jesen nas će odvesti vlak."	['reka', 'donositi', 'jesen', 'dugo', 'umirati', 'grad', 'toliko', 'leto', 'siroče', 'svet', 'reći', 'noćas', 'moći', 'ostavit', 'svoj', 'kuća', 'navika', 'čovek', 'poći', 'znati', 'gde', 'neka', 'mržnja', 'ispratiti', 'drag', 'život', 'čekati', 'sad', 'čas', 'čitav', 'svet', 'nov', 'dom', 'neka', 'kazati', 'avantura', 'nikad', 'žaliti', 'svoj', 'stvar', 'ime', 'grad', 'hladan', 'soba', 'hotel', 'bićes', 'slobodan', 'sad', 'dug', 'očajan', 'kiša', 'magla', 'zastirati', 'grad', 'neki', 'put', 'tesno', 'kroz', 'jesen', 'odvesti', 'vlak']
11	ne daj se, ines. ne daj se godinama, moja ines, drugačijim pokretima i navikama, jer još ti je soba topla; prijatan raspored i rijetki predmeti. imala si više ukusa od mene. tvoja soba - divota - gazdarica ti je u bolnici.. uvijek si se razlikovala po boji papira svojih pisama, po poklonima, pratila me slijedećeg jutra oko devet do stanice. i ruši se zeleni autobus tjeran jesenjim vjetrom, kao list, niz jednu beogradsku padinu. u večernjem sam odijelu i opkoljen pogledima. ne daj se, mladosti moja, ne daj se, ines. dugo je pripremano naše poznanstvo i onda, slučajno, uz vruću rakiju, i sa svega nekoliko rečenica loše prikrivena želja. tvoj način gospodje i obrazi seljanke. prostakušo i plemkinjo moja! pa tvoje grudi, krevet, i moja soba obješena u zraku kao naranča, kao narančasta svjetiljka, nad zelenom i modrom vodom zagreba; proleterskih brigada 39, kod grković. pokisla ulica od prozora dalje i šum predvečernjih tramvaja. lijepi trenuci nostalgije, ljubavi i siromaštva, upotreba zajedničke kupaonice i - molim vas ako me tko traži ... ne daj se, ines - evo me, ustajem tek da okrenem ploču. da li je to nepristojno u ovakvom času, mozart, requiem, agnus dei. meni je ipak najdraži početak. raspolažem s još milion njeznih i bezobraznih podataka naše mladosti, koja nas pred vlastitim očima vara i krade i napušta. ne daj se, ines, poderi pozivnicu, otkaži večeru, prevari muža odlazeći da se počešljaš, u nekom boljem hotelu dodirni me ispod stola koljenom, generacijo moja, ljubavnice. znam da će biti još mladosti, ali ne više ovakve; u prosjeku 1938-a. ja neću imati s kim ostati mlad, ako svi ostarite, i ta će mi mladost teško pasti, a bit će ipak da ste vi u pravu, jer ja sam sam na ovoj obali koju ste napustili i predali bezvoljno. a ponovno počinje kiša kao što već kiši u listopadu na otocima. more od olova i nebo od borova. udaljeni glasovi koji se miješaju: glas majke, prijatelja, kćeri, ljubavnice, broda, brata. na brzinu pokupljeno rublje pred kišu i nestalo je svjetla s tom bjelinom. još malo šetnje uz more i gotovo; ne daj se, ines.	['dati', 'Ines', 'dati', 'godina', 'Ines', 'drugačiji', 'pokret', 'navika', 'jer', 'još', 'soba', 'topao', 'prijatan', 'raspored', 'redak', 'predmet', 'imati', 'mnogo', 'ukus', 'soba', 'divota', 'gazdarica', 'bolnica', 'uvek', 'razlikovati', 'boja', 'papir', 'svoj', 'pismo', 'poklon', 'pratiti', 'slijedeći', 'jutro', 'oko', 'devet', 'stanica', 'rušiti', 'zelen', 'autobus', 'terati', 'jesenji', 'vetar', 'list', 'niz', 'jedan', 'beogradski', 'padina', 'večernji', 'odelo', 'opkoliti', 'pogled', 'dati', 'mladost', 'dati', 'Ines', 'dugo', 'pripremati', 'naš', 'poznanstvo', 'onda', 'slučajno', 'uz', 'vruć', 'rakija', 'sve', 'nekoliko', 'rečenica', 'loše', 'prikriti', 'želja', 'način', 'gospođa', 'obraz', 'seljanka', 'prostakušiti', 'plemkinja', 'grudi', 'krevet', 'soba', 'obesiti', 'zrak', 'naranča', 'narančast', 'svetiljka', 'nad', 'zelen', 'modar', 'voda', 'Zagreb', 'proleterski', 'brigada', '39', 'kod', 'Grković', 'pokisao', 'ulica', 'prozor', 'daleko', 'šum', 'predvečernji', 'tramvaj', 'lep', 'trenutak', 'nostalgija', 'ljubav', 'siromaštvo', 'upotreba', 'zajednički', 'kupaonica', 'moliti', 'ako', 'tražiti', 'dati', 'Ines', 'evo', 'ustajati', 'tek', 'okrenuti', 'ploča', 'nepristojan', 'ovakav', 'čas', 'Mozart', 'requiem', 'agnus', 'Dea', 'ipak', 'drag', 'početak', 'raspolagati', 'još', 'milion', 'njezni', 'bezobrazan', 'podatak', 'naš', 'mladost', 'koji', 'pred', 'vlastit', 'oko', 'varati', 'krasti', 'napuštati', 'dati', 'Ines', 'poderati', 'pozivnica', 'otkazati', 'večera', 'prevariti', 'muž', 'odlaziti', 'počešljati', 'neki', 'dobar', 'hotel', 'dodirnuti', 'ispod', 'stol', 'koleno', 'generacija', 'ljubavnica', 'znati', 'još', 'mladost', 'mnogo', 'ovakav', 'proseka', '1938', 'imati', 'ostati', 'mlad', 'ako', 'ostareti', 'mladost', 'teško', 'pasti', 'Bit', 'ipak', 'pravo', 'jer', 'ovaj', 'obala', 'koji', 'napustiti', 'predati', 'bezvoljno', 'ponovno', 'počinjati', 'kiša', 'već', 'kiša', 'listopad', 'otok', 'more', 'olovo', 'nebo', 'borov', 'udaljiti', 'glas', 'koji', 'mešati', 'glas', 'majka', 'prijatelj', 'kći', 'ljubavnica', 'brod', 'brat', 'brzina', 'pokupiti', 'rublje', 'pred', 'kiša', 'nestati', 'svetlo', 'belina', 'još', 'malo', 'šetnja', 'uz', 'more', 'gotovo', 'dati', 'Ines']
11	proljeće je otpočelo s vjetrom, kao da je znalo da nas dijeli i dok drugi zajedno su bili, mi se nismo pogledati smjeli. proljeće je otpočelo s kišom, s vlakovima koji kasno stižu i dok dani umorno se nižu, mi se opet pozdravljamo krišom. i pamtiću dugo ono vrijeme kad jos nismo znali što nas čeka, kad su šume ostajale nijeme, kad je modra nosila nas rijeka. i pamtiću dugo one sate što ne mogu više da se vrate. proljeće je otpočelo s vjetrom, kao da je znalo da nas dijeli i dok drugi zajedno su bili, mi se nismo pogledati smjeli. proljeće je otpočelo s nadom da će jednom drugačije biti, da od ljudi nećemo se kriti i bez riječi lutaćemo gradom. i pamtiću dugo ono vrijeme kad jos nismo znali što nas čeka, kad su šume ostajale nijeme, kad je modra nosila nas rijeka. i pamtiću dugo one sate što ne mogu više da se vrate, sve mi kaze uzalud te volim, ali i sam još uvijek se borim.	['proleće', 'otpočeti', 'vetar', 'znati', 'deliti', 'dok', 'drugi', 'zajedno', 'pogledati', 'smeti', 'proleće', 'otpočeti', 'kiša', 'vlak', 'koji', 'kasno', 'stizati', 'dok', 'dan', 'umorno', 'nizak', 'opet', 'pozdravljati', 'Kriše', 'pamtiti', 'dugo', 'onaj', 'vreme', 'još', 'znati', 'čekati', 'šuma', 'ostajati', 'nem', 'modar', 'nositi', 'reka', 'pamtiti', 'dugo', 'onaj', 'sat', 'moći', 'mnogo', 'vratiti', 'proleće', 'otpočeti', 'vetar', 'znati', 'deliti', 'dok', 'drugi', 'zajedno', 'pogledati', 'smeti', 'proleće', 'otpočeti', 'nada', 'jednom', 'drugačije', 'čovek', 'kriti', 'bez', 'reč', 'lutati', 'grad', 'pamtiti', 'dugo', 'onaj', 'vreme', 'još', 'znati', 'čekati', 'šuma', 'ostajati', 'nem', 'modar', 'nositi', 'reka', 'pamtiti', 'dugo', 'onaj', 'sat', 'moći', 'mnogo', 'vratiti', 'kazati', 'uzalud', 'voliti', 'još', 'uvek', 'boriti']
11	tko mnogo daje, malo prima, ti ništa ne znaš draga moja, večeras pijem u čast prve od svojih ljubavi bez broja.. o takvoj ljubavi ja pjevam, upravo onoj što se plaća, u tom životu tako škrtom odlazi sve, malo se vraća.. užitak taj od jednog sata do ludog srca ni ne dođe, nježnosti malo i malo tuga zatvoriš vrata i sve prođe.. čovek sam živ, nisam svetac, milovan lažno i ja sam bio, besplatno bješe al ne marim, jel prave nježnosti sam htio.. i tako dalje teku dani, za ovaj život mi smo slabi, jer tu se uvijek neko nađe, ne daje ništa a sve grabi. ne žalim danas nit se kajem, odgovor ne znam i ne pitam, al bezbroj puta mi je dosta po svojoj prošlosti da skitam. zatvori vrata svojeg doma, za san se spremaj budi sretna, a mene pusti da s borim i sam da idem protiv vjetra.. danas ih sretnam sa malo tuge, ko da im ništa nisam dao, i dok ih gledam samo mislim gdje mi je cvijet mladosti pao.. ko mnogo daje, malo prima, ti ništa ne znaš, draga moja.. večeras pijem u čast prve od svojih ljubavi bez broja.	['mnogo', 'davati', 'malo', 'primati', 'ništa', 'znati', 'drag', 'večeras', 'piti', 'čast', 'prvi', 'svoj', 'ljubav', 'bez', 'broj', 'takav', 'ljubav', 'pevati', 'upravo', 'onaj', 'plaćati', 'život', 'tako', 'škrt', 'odlaziti', 'malo', 'vraćati', 'užitak', 'jedan', 'sat', 'lud', 'srce', 'doći', 'nežnost', 'malo', 'malo', 'tuga', 'zatvoriti', 'vrata', 'proći', 'čovek', 'živ', 'svetac', 'milovati', 'lažno', 'besplatno', 'mariti', 'jel', 'praviti', 'nežnost', 'tako', 'daleko', 'teći', 'dan', 'ovaj', 'život', 'slab', 'jer', 'uvek', 'netko', 'naći', 'davati', 'ništa', 'grabiti', 'žaliti', 'danas', 'nit', 'kajati', 'odgovor', 'znati', 'pitati', 'bezbroj', 'puta', 'dosta', 'svoj', 'prošlost', 'skitati', 'zatvoriti', 'vrata', 'svoj', 'dom', 'san', 'spremati', 'buditi', 'sretan', 'pustiti', 'boriti', 'ići', 'protiv', 'vetar', 'danas', 'oni', 'sretan', 'malo', 'tuga', 'oni', 'ništa', 'dati', 'dok', 'oni', 'gledati', 'samo', 'misliti', 'gde', 'cvet', 'mladost', 'pasti', 'mnogo', 'davati', 'malo', 'primati', 'ništa', 'znati', 'drag', 'večeras', 'piti', 'čast', 'prvi', 'svoj', 'ljubav', 'bez', 'broj']
11	tvoje nježne godine što mi mogu dati? tvoje srce dugo znam neće da me shvati. tvoje oči pune sna kako da me slijede, moje pjesme tužne su, za te jos ne vrijede. ti bi htjela zauvijek što sam davno dao, tebi život nudi sve ja sam ljubav krao. svoje nježne godine ti ćeš dati drugom, jer ja bih tvoje poljupce ispunio tugom. ne budi, ne budi se mala ti ne znaš ni dobro ni zlo ne budi, ne budi se mila jer nije još vrijeme za to. tvoje ruke malene kako da me grle? jer dok moje traže mir tvoje nekud hrle. tvoje nježne godine, nježne misli tvoje - mogu da nas razdvoje prije nego spoje.	['nežan', 'godina', 'moći', 'dati', 'srce', 'dugo', 'znati', 'shvatiti', 'oko', 'pun', 'san', 'kako', 'slediti', 'pesma', 'tužan', 'još', 'vrediti', 'zauvek', 'davno', 'dati', 'život', 'nuditi', 'ljubav', 'krasti', 'svoj', 'nežan', 'godina', 'dati', 'drugi', 'jer', 'poljubac', 'ispuniti', 'tuga', 'buditi', 'buditi', 'mali', 'znati', 'dobar', 'zlo', 'buditi', 'buditi', 'mio', 'jer', 'još', 'vreme', 'ruka', 'malen', 'kako', 'grliti', 'jer', 'dok', 'tražiti', 'mir', 'nekud', 'hrliti', 'nežan', 'godina', 'nežan', 'misao', 'moći', 'razdvojiti', 'pre', 'nego', 'spojiti']
11	ne trebaš mi ništa reći, svoju prošlost, svoje ime... ako će ti biti lakše, zagrli me, zagrli me... uzeću te u naručje da te čuvam usred zime, grijaće te moje tijelo, zagrli me, zagrli me... zagrli me oko vrata oluja se diže, ne može ti vjetar ništa, ako priđes bliže, ako priđes bliže... ukrao bih sreću za nas, kupio bih, nemam čime, jedino si moje blago, zagrli me, zagrli me... ne trebaju tebi draga ove pjesme, ove rime, najviše je sto se može, zagrli me, zagrli me...	['trebati', 'ništa', 'reći', 'svoj', 'prošlost', 'svoj', 'ime', 'ako', 'lako', 'zagrliti', 'zagrliti', 'uzeti', 'naručje', 'čuvati', 'usred', 'zima', 'grejati', 'telo', 'zagrliti', 'zagrliti', 'zagrliti', 'oko', 'vrat', 'oluja', 'dizati', 'moći', 'vetar', 'ništa', 'ako', 'prići', 'blisko', 'ako', 'prići', 'blisko', 'ukrasti', 'sreća', 'kupiti', 'nemati', 'jedino', 'blago', 'zagrliti', 'zagrliti', 'trebati', 'drag', 'ovaj', 'pesma', 'ovaj', 'rima', 'mnogo', 'sto', 'moći', 'zagrliti', 'zagrliti']
12	mladi mesec se pojavio iznad vlažnih od rosa poljana. mili, daleki, tuđi - dođi, da budem tvoja dragana. danju se skrivam, danju ćutim. migne li mesec – ne mogu da se borim. u noći punoj mesečine za dragim ramenom od želje gorim. i ne pitam se: ko je on? na usnama ći saznati tvojim. danju su zagrljaji samo grubi, danju se samo zanosa bojim. od gordog đavola muči me strah, pa lažem s osmehom na usnama. a noću – mili, daleki, tuđi...ah! mesečev sjaj je nad šumama!	['mlad', 'mesec', 'pojaviti', 'iznad', 'vlažan', 'rosa', 'poljana', 'militi', 'dalek', 'tuđ', 'doći', 'Dragan', 'danju', 'skrivati', 'danju', 'ćutati', 'mignuti', 'mesec', 'moći', 'boriti', 'noć', 'pun', 'mesečina', 'drag', 'rame', 'želja', 'gorak', 'pitati', 'usna', 'ći', 'saznati', 'danju', 'zagrljaj', 'samo', 'grub', 'danju', 'samo', 'zanos', 'bojati', 'gord', 'đavol', 'mučiti', 'strah', 'lagati', 'osmeh', 'usna', 'noću', 'militi', 'dalek', 'tuđ', 'ah', 'mesečev', 'sjaj', 'nad', 'šuma']
13	doviđenja, dragi, doviđenja; ti mi, prijatelju, jednom beše sve. urečen rastanak bez naseg htenja obećava i sastanak, zar ne? doviđenja, dragi, bez ruke, bez slova, nemoj da ti bol obrve povije - umreti nije nista na ovom svijetu nova, al ni ziveti bas nije novije.	['doviđenja', 'drag', 'doviđenja', 'prijatelj', 'jednom', 'Beš', 'ureći', 'rastanak', 'bez', 'naš', 'htenje', 'obećavati', 'sastanak', 'zar', 'doviđenja', 'drag', 'bez', 'ruka', 'bez', 'slovo', 'moći', 'bol', 'obrva', 'poviti', 'umreti', 'ništa', 'ovaj', 'svet', 'nov', 'živeti', 'baš', 'nov']
13	jutros u košari, gde sja, šuška niz rogoza žućkastih i krutih, sedmoro je oštenila kučka, sedmoro je oštenila žutih. do u sumrak grlila ih nežno i lizala niz dlaku što rudi, i slivo se mlak sok neizbežno, iz tih toplih materinskih grudi. a uveče, kad živina juri, da zauzme motke, il prut jak, izišo je tad domaćin tmuri, i svu štenad potrpo u džak. a ona je za tragom trčala, stizala ga, kao kad uhode … i dugo je, dugo je drhtala nezamrzla površina vode. pri povratku, vukuć se po tmini, i ližući znoj s bedara lenih, mesec joj se nad izbom učini, kao jedno od kučića njenih. zurila je u svod plavi, glatki, zavijala bolno za svojima, s mesec se kotrljao tanki, i skrio se za hum u poljima. nemo, ko od milosti il sreće, kad joj bace kamičak niz breg, pale su i njene oči pseće, kao zlatni sjaj zvezda, u sneg.	['jutros', 'košara', 'gde', 'sjati', 'šuškati', 'niz', 'rogoz', 'žućkast', 'krut', 'sedmero', 'ošteniti', 'kučka', 'sedmero', 'ošteniti', 'žut', 'sumrak', 'grliti', 'oni', 'nežno', 'lizati', 'niz', 'dlaka', 'ruda', 'slivo', 'mlak', 'sok', 'neizbežno', 'topao', 'materinski', 'grudi', 'uveče', 'živina', 'juriti', 'zauzeti', 'motka', 'ili', 'prut', 'jak', 'izišo', 'tad', 'domaćin', 'tmura', 'štene', 'potrpeti', 'džak', 'trag', 'trčati', 'stizati', 'uhoditi', '…', 'dugo', 'dugo', 'drhtati', 'nezamrzl', 'površina', 'voda', 'pri', 'povratak', 'vukutati', 'tmina', 'lizati', 'znoj', 'bedro', 'len', 'mesec', 'nad', 'izba', 'učiniti', 'jedan', 'Kučić', 'njen', 'zuriti', 'svod', 'plav', 'gladak', 'zavijati', 'bolno', 'svoj', 'mesec', 'kotrljati', 'tanki', 'skriti', 'hum', 'polje', 'nem', 'milost', 'ili', 'sreća', 'baciti', 'kamičak', 'niz', 'breg', 'paliti', 'njen', 'oko', 'pseći', 'zlatan', 'sjaj', 'zvezda', 'sneg']
13	jesi l živa, staričice moja? sin tvoj živi i pozdrav ti šalje. nek uveče nad kolibom tvojom ona čudna svetlost sja i dalje. pišu mi da viđaju te često zbog mene veoma zabrinutu i da ideš svaki čas na cestu u svom trošnom starinskom kaputu. u sutonu plavom da te često uvek isto priviđenje muči: kako su u krčmi finski nož u srce mi zaboli u tuči. nemaj straha! umiri se, draga! od utvare to ti srce zebe. tako ipak propio se nisam da bih umro ne videvši tebe. kao nekad, nežan sam i sada, i srce mi živi samo snom, da što pre pobjegnem od jada i vratim se u naš niski dom. vratit ću se kad u našem vrtu rašire se grane pune cveta. samo nemoj da u ranu zoru budiš me ko pre osam leta. nemoj budit odsanjane snove, nek miruje ono čega ne bi: odveć rano zamoren životom, samo čemer osjećam u sebi. i ne uči da se molim. pusti! nema više vraćanja ka starom. ti jedina utjeha si moja, svjetlo što mi sija istim žarom. umiri se! nemoj da te često viđaju onako zabrinutu, i ne idi svaki čas na cestu u svom trošnom starinskom kaputu.	['l', 'živ', 'staričica', 'sin', 'živeti', 'pozdrav', 'slati', 'nek', 'uveče', 'nad', 'koliba', 'čudan', 'svetlost', 'sjati', 'daleko', 'pisati', 'viđati', 'te', 'često', 'zbog', 'veoma', 'zabrinut', 'ići', 'svaki', 'čas', 'cesta', 'svoj', 'trošan', 'starinski', 'kaput', 'suton', 'plav', 'često', 'uvek', 'isti', 'priviđenje', 'mučiti', 'kako', 'krčma', 'finski', 'nož', 'srce', 'zaboleti', 'tuča', 'nemati', 'strah', 'umirati', 'drag', 'utvara', 'srce', 'zeba', 'tako', 'ipak', 'propiti', 'umreti', 'videti', 'nekad', 'nežan', 'sada', 'srce', 'živeti', 'samo', 'san', 'pre', 'pobeći', 'jad', 'vratiti', 'naš', 'nizak', 'dom', 'vratit', 'naš', 'vrt', 'raširiti', 'grana', 'pun', 'cvet', 'samo', 'moći', 'ran', 'zora', 'buditi', 'pre', 'osam', 'let', 'moći', 'budit', 'odsanjati', 'san', 'nek', 'mirovati', 'odveć', 'rano', 'zamoriti', 'život', 'samo', 'čemer', 'osećati', 'učiti', 'moliti', 'pustiti', 'nemati', 'mnogo', 'vraćanje', 'k', 'star', 'jedini', 'uteha', 'svetlo', 'sijati', 'isti', 'žar', 'umirati', 'moći', 'često', 'viđati', 'onako', 'zabrinut', 'ići', 'svaki', 'čas', 'cesta', 'svoj', 'trošan', 'starinski', 'kaput']
14	sećaš li se barbara, padala je kiša neprestana nad brestom toga dana, a ti si išla nasmejana, pokisla, ustreptala, blistava, pod krupnim kapima kiše.. seti se, barbara, sretoh te u ulici sijam, smejala si se – i ja sam ti se osmehnuo, sećaš li se, barbara? nisam te poznavao, a nisi ni ti mene sećaš li se, seti se ipak toga dana i ne zaboravi ga. jedan čovek što stajao je pod strehom zaklonjen, zovnuo te, barbara i ti si potrčala njemu po kiši, pokisla, ustreptala, blistava i bacila mu se u zagrljaj. sećaš se toga, barbara, i ne ljuti se što ti kažem ti, jer kažem ti svakom koga volim, čak i kad ga ne poznajem. sećaš li se, barbara i ne zaboravi nikad – tu mudru i radosnu kišu na tvom srećnom licu tu kišu nad morem, po brodogradilištu nad lađom iz cezana.. oh, barbara kakva je svinjarija taj rat, i šta je sa tobom sada pod kišom od gvožđa, od vatre, čelika, krvi. i onaj koji te je stezao u zagrljaju, zaljubljeno, strasno da li je mrtav, nestao ili još živ. oh, barbara još uvek kiša pada nad brestom kao što je padala nekada. ali nije to isto, jer sve je porušeno. to su samo posmrtne kapi užasa i očaja, to više nije ni pljusak gvožđa, čelika i krvi, već samo oblaci koji nestaju kao psi, kao psi što prominu vodenim strujama duž bresta, da istrunu negde daleko, vrlo daleko od bresta, od koga nije ostalo ništa.	['sećati', 'barbar', 'padati', 'kiša', 'neprestan', 'nad', 'brest', 'dan', 'ići', 'nasmejati', 'pokisao', 'ustreptati', 'blistav', 'pod', 'krupan', 'kap', 'kiša', 'setiti', 'barbar', 'sresti', 'ulica', 'sijati', 'smejati', 'osmehnuti', 'sećati', 'barbar', 'poznavati', 'sećati', 'setiti', 'ipak', 'dan', 'zaboraviti', 'jedan', 'čovek', 'stajati', 'pod', 'streha', 'zakloniti', 'zovnuti', 'barbar', 'potrčati', 'kiša', 'pokisao', 'ustreptati', 'blistav', 'baciti', 'zagrljaj', 'sećati', 'barbar', 'ljutiti', 'kazati', 'jer', 'kazati', 'svaki', 'voliti', 'čak', 'poznavati', 'sećati', 'barbar', 'zaboraviti', 'nikad', 'mudar', 'radostan', 'kiša', 'srećan', 'lice', 'kiša', 'nad', 'more', 'brodogradilište', 'nad', 'lađa', 'cezan', 'oh', 'barbar', 'kakav', 'svinjarija', 'rat', 'sada', 'pod', 'kiša', 'gvožđe', 'vatra', 'čelik', 'krv', 'onaj', 'koji', 'stezati', 'zagrljaj', 'zaljubljen', 'strasno', 'mrtav', 'nestati', 'ili', 'još', 'živ', 'oh', 'barbar', 'još', 'uvek', 'kiša', 'padati', 'nad', 'brest', 'padati', 'nekada', 'isti', 'jer', 'porušiti', 'samo', 'posmrtni', 'kap', 'užas', 'očaj', 'mnogo', 'pljusak', 'gvožđe', 'čelik', 'krv', 'već', 'samo', 'oblak', 'koji', 'nestajati', 'pas', 'pas', 'prominuti', 'voden', 'struja', 'duž', 'brest', 'istrunuti', 'negde', 'daleko', 'vrlo', 'daleko', 'brest', 'ostati', 'ništa']
14	"to je bilo u jednom kvartu grada svetlosti gde nikada nema vazduha, gde samo tame ima, i zimi i leti večno traje zima. stajala je na stepeništu, on kraj nje i ona kraj njega. bila je noć. sumporni smrad je zalivao stepenice jer su to poslepodne tamanili stenice, i ona mu kaže: ""o kako je ovde mračno, tu nema vazduha, tu samo tame ima, zimi i leti večno traje zima, sunce našeg dragog boga ne stiže u kuće naše, ono ima dosta posla dok obasja bogataše. o! stisni me u zagrljaj i ljubi me, ljubi strasno, kasnije već biće kasno, a ovde se od svega crkava, il` se smrkneš il` se gušiš, ovde nema vazduha i prestaneš li da me ljubiš čini mi se da ću se udaviti. ti imaš petnaest godina i ja imam petnaest, udvoje to je trideset, a u trideset nismo više deca, imamo dovoljno godina za rad, imamo dovoljno godina za poljupce. kasnije već biće kasno, naš život to je sada ljubi me!"	['jedan', 'kvarta', 'grad', 'svetlost', 'gde', 'nikada', 'nemati', 'vazduh', 'gde', 'samo', 'tama', 'imati', 'zimi', 'letiti', 'večno', 'trajati', 'zima', 'stajati', 'stepenište', 'kraj', 'kraj', 'noć', 'sumporan', 'smrad', 'zalivati', 'stepenica', 'jer', 'poslepodne', 'tamaniti', 'stenica', 'kazati', 'kako', 'ovde', 'mračan', 'nemati', 'vazduh', 'samo', 'tama', 'imati', 'zima', 'letiti', 'večno', 'trajati', 'zima', 'sunce', 'naš', 'drag', 'bog', 'stizati', 'kuća', 'naš', 'imati', 'dosta', 'posao', 'dok', 'obasjati', 'bogataš', 'stisnuti', 'zagrljaj', 'ljubiti', 'ljubiti', 'strasno', 'kasno', 'već', 'kasno', 'ovde', 'sve', 'crkva', 'ili', 'smrknuti', 'ili', 'gušiti', 'ovde', 'nemati', 'vazduh', 'prestati', 'ljubiti', 'činiti', 'udaviti', 'imati', 'petnaest', 'godina', 'imati', 'petnaest', 'udvoje', 'trideset', 'trideset', 'mnogo', 'dete', 'imati', 'dovoljno', 'godina', 'rad', 'imati', 'dovoljno', 'godina', 'poljubac', 'kasno', 'već', 'kasno', 'naš', 'život', 'sada', 'ljubiti']
